ticker,score,price,today_change,close_position,late_high,high_hour,volume_building,last_hour_pct,intraday_range,signals,target_tomorrow,stop
UBER,120,87.58000183105469,2.1222010838259253,77.16276221099372,True,15,True,21.001949860541586,3.3860567560815014,Late high (15:00) | Strong close (77%) | Volume building (21% last hour) | Distributed volume | Multi-day momentum | +2.1% today,100.71700210571288,83.20100173950195
OGI,120,1.7350000143051147,3.273813599665809,91.66668322349533,True,14,True,23.680588329672535,3.571432372745331,Late high (14:00) | Strong close (92%) | Volume building (24% last hour) | Distributed volume | Multi-day momentum | +3.3% today,1.9952500164508817,1.648250013589859
DKNG,115,35.98500061035156,4.123261517465759,71.6666972784262,True,12,True,26.19330119321966,7.929517836819011,Late high (12:00) | Strong close (72%) | Volume building (26% last hour) | Distributed volume | 7.9% range | +4.1% today,41.38275070190429,34.185750579833986
BBBY,115,6.699999809265137,13.945572769809145,76.63550735488103,True,14,True,26.632882419620202,18.1972733673315,Late high (14:00) | Strong close (77%) | Volume building (27% last hour) | Distributed volume | 18.2% range | +13.9% today,7.704999780654907,6.36499981880188
MARA,115,10.4399995803833,5.157122351279697,72.18928566994754,True,12,True,17.414279673551512,8.596137065993293,Late high (12:00) | Strong close (72%) | Volume building (17% last hour) | Distributed volume | 8.6% range | +5.2% today,12.005999517440795,9.917999601364135
GME,110,21.420000076293945,1.0377325728170739,94.28558972430669,True,11,True,23.65871945372675,1.6595560878968518,Late high (11:00) | Strong close (94%) | Volume building (24% last hour) | Distributed volume | Multi-day momentum,24.633000087738036,20.349000072479246
MSTR,110,166.91650390625,6.147220290143074,74.37029762564744,True,12,False,14.825355382011896,9.25273555591013,Late high (12:00) | Strong close (74%) | Distributed volume | Multi-day momentum | 9.3% range | +6.1% today,191.95397949218747,158.5706787109375
SOFI,110,27.714500427246094,3.1813097448896377,76.59794530693895,True,12,False,13.858939228604001,5.469924446766727,Late high (12:00) | Strong close (77%) | Distributed volume | Multi-day momentum | 5.5% range | +3.2% today,31.871675491333004,26.32877540588379
CGC,110,1.2949999570846558,9.282702077360284,95.83333747254461,True,14,False,11.409211463609758,10.169492381566325,Late high (14:00) | Strong close (96%) | Distributed volume | Multi-day momentum | 10.2% range | +9.3% today,1.489249950647354,1.230249959230423
TSLA,105,435.8399963378906,2.430081395508954,91.61663661614931,True,12,True,32.006822161417674,2.9514744859478137,Late high (12:00) | Strong close (92%) | Volume building (32% last hour) | Distributed volume | +2.4% today,501.21599578857416,414.0479965209961
JD,105,29.65999984741211,3.237035572550484,94.4444935017687,True,15,True,47.064565741709124,3.770949534644208,Late high (15:00) | Strong close (94%) | Volume building (47% last hour) | Distributed volume | +3.2% today,34.10899982452392,28.1769998550415
XPEV,105,20.540000915527344,2.239924138982574,80.88248493756241,True,15,True,22.511612828455892,3.4017024160163167,Late high (15:00) | Strong close (81%) | Volume building (23% last hour) | Distributed volume | +2.2% today,23.621001052856442,19.513000869750975
PDD,105,121.58000183105469,2.168068765592168,90.90926066717351,True,15,True,21.153162968050587,2.4037593715451555,Late high (15:00) | Strong close (91%) | Volume building (21% last hour) | Distributed volume | +2.2% today,139.81700210571287,115.50100173950194
XPEV,105,20.540000915527344,2.239924138982574,80.88248493756241,True,15,True,22.511612828455892,3.4017024160163167,Late high (15:00) | Strong close (81%) | Volume building (23% last hour) | Distributed volume | +2.2% today,23.621001052856442,19.513000869750975
TLRY,105,9.15999984741211,2.5755826917835734,88.09235584162508,True,14,True,33.15686600404111,4.7769642646354304,Late high (14:00) | Strong close (88%) | Volume building (33% last hour) | Distributed volume | +2.6% today,10.533999824523924,8.701999855041503
CAN,95,0.8199999928474426,6.162606158230721,75.65081347119991,True,14,False,7.106847997854743,8.47391461499507,Late high (14:00) | Strong close (76%) | Distributed volume | 8.5% range | +6.2% today,0.942999991774559,0.7789999932050704
AI,95,13.835000038146973,1.9152871641617386,79.74682933071294,True,14,True,25.83479784763322,2.9215938662378704,Late high (14:00) | Strong close (80%) | Volume building (26% last hour) | Distributed volume,15.910250043869018,13.143250036239623
BTBT,95,2.2300000190734863,3.2407375213541867,76.92307692307693,True,12,False,10.66876112512886,6.10328023651121,Late high (12:00) | Strong close (77%) | Distributed volume | 6.1% range | +3.2% today,2.564500021934509,2.118500018119812
SKLZ,95,4.429999828338623,1.8390787462054359,87.5,True,12,True,31.404003027499787,3.729600205940309,Late high (12:00) | Strong close (88%) | Volume building (31% last hour) | Distributed volume,5.094499802589416,4.208499836921692
SMCI,95,29.876100540161133,0.0036838164389374484,80.2530103869841,True,15,True,17.18501208224063,2.841498997156422,Late high (15:00) | Strong close (80%) | Volume building (17% last hour) | Distributed volume,34.3575156211853,28.382295513153075
SHOP,95,168.25,0.26817457691188373,96.65074979638118,True,15,True,28.81815188944379,2.919525136208301,Late high (15:00) | Strong close (97%) | Volume building (29% last hour) | Distributed volume,193.48749999999998,159.8375
ROOT,85,75.8499984741211,1.8257492943398734,52.475147803841395,True,14,True,30.448021340928776,4.0802567898373,Late high (14:00) | Volume building (30% last hour) | Distributed volume | Multi-day momentum,87.22749824523925,72.05749855041503
RIVN,80,19.8799991607666,0.15062693802705418,14.399871826171875,True,11,True,18.48194832508695,6.3451774192392785,Late high (11:00) | Volume building (18% last hour) | Distributed volume | 6.3% range,22.861999034881592,18.88599920272827
KOSS,70,4.309999942779541,2.3752946253317253,68.9654605425421,True,14,True,27.608049778575033,3.444180038305533,Late high (14:00) | Volume building (28% last hour) | +2.4% today,4.956499934196472,4.094499945640564
CRON,70,2.6549999713897705,-0.5618016657510938,33.03942317286433,True,12,True,24.12402192781128,1.7196932745101812,Late high (12:00) | Volume building (24% last hour) | Distributed volume,3.053249967098236,2.522249972820282
LCID,70,11.244999885559082,3.4498620418404125,57.63886221398059,True,14,False,12.593660415206454,6.648201958457833,Late high (14:00) | Distributed volume | 6.6% range | +3.4% today,12.931749868392943,10.682749891281128
COIN,70,245.5800018310547,1.053410218742168,40.95940751640366,True,12,True,18.924093474143827,3.356039167311664,Late high (12:00) | Volume building (19% last hour) | Distributed volume,282.41700210571287,233.30100173950194
RIOT,70,15.135000228881836,0.5647842994666474,45.384653757332295,True,12,True,39.1823201106997,4.380051292768505,Late high (12:00) | Volume building (39% last hour) | Distributed volume,17.40525026321411,14.378250217437744
PYPL,70,58.25,0.4310344827586299,39.0243675508704,True,12,True,22.597146285776123,2.1291319586116186,Late high (12:00) | Volume building (23% last hour) | Distributed volume,66.9875,55.3375
OPEN,70,6.416999816894531,2.671997070312493,44.40363376429528,True,14,False,9.572045422276638,8.825904172027709,Late high (14:00) | Distributed volume | 8.8% range | +2.7% today,7.379549789428711,6.096149826049804
CLOV,70,2.5399999618530273,1.5999984741210893,55.55555555555556,True,11,True,45.4723729087258,3.61445437046628,Late high (11:00) | Volume building (45% last hour) | Distributed volume,2.920999956130981,2.412999963760376
UPRO,70,119.36000061035156,0.3025215213038335,62.34570517620575,True,12,True,21.103049539161137,1.368823631152205,Late high (12:00) | Volume building (21% last hour) | Distributed volume,137.26400070190428,113.39200057983398
CLNE,70,2.174999952316284,1.1627839925551386,41.66646798432794,True,13,True,26.07271768666099,2.7906948892152172,Late high (13:00) | Volume building (26% last hour) | Distributed volume,2.5012499451637265,2.06624995470047
GREE,60,1.600000023841858,1.2658215432457043,41.899424598417646,True,13,True,37.70813290905055,4.560506874845061,Late high (13:00) | Volume building (38% last hour),1.8400000274181365,1.520000022649765
